post_url,comment_text,author_name,author_headline,role_bucket,sentiment,tone,narrative
https://www.linkedin.com/posts/meta_techforgood-accessibility-inclusion-activity-7400888880482283520-O89_,What a brilliant idea! It’s inspiring to see technology being used to improve accessibility and give people the freedom to navigate life more easily.,Foresight Tech Sourcing Inc.,175 followers,Other,neutral,questioning,skepticism
https://www.linkedin.com/posts/meta_techforgood-accessibility-inclusion-activity-7400888880482283520-O89_,technology that truly sees and supports every step.,spectup,"1,091 followers",Other,neutral,neutral,neutral
https://www.linkedin.com/posts/meta_techforgood-accessibility-inclusion-activity-7400888880482283520-O89_,"Hi, I am writing to request urgent assistance regarding my Meta account, which has been disabled. I believe my account was hacked, and as a result it has been wrongly disabled. Our Meta accounts and the Mr Resistor company accounts have also been taken down. We are currently unable to access Facebook Business Manager to reactivate our business pages or ad accounts. Kind regards, Jake Banton",Jake Banton,"Design, Ecommerce & Marketing | Lighting & Interior",Marketing/Growth,neutral,neutral,neutral
https://www.linkedin.com/posts/meta_techforgood-accessibility-inclusion-activity-7400888880482283520-O89_,https://varzesh90.com/fa,Sepehr Zalpour,I am a Forex market analyst and trader and web developer,Software Engineer,neutral,neutral,neutral
https://www.linkedin.com/posts/meta_techforgood-accessibility-inclusion-activity-7400888880482283520-O89_,Game-changing innovation! Accessibility powered by AI is the future.,ZENVIA BELÉM,136 followers,Other,neutral,neutral,neutral
https://www.linkedin.com/posts/meta_techforgood-accessibility-inclusion-activity-7400888880482283520-O89_,Love seeing content like this. Well said!,Jobaer Mohammad,"Brand Identity Consultant | Helping CEOs Boost Sales | POD & Graphic Design Expert | Adobe Illustrator, Photoshop & InDesign Expert",Sales/BD,positive,supportive,supportive
https://www.linkedin.com/posts/meta_techforgood-accessibility-inclusion-activity-7400888880482283520-O89_,"Hi Meta Team, My personal Facebook account has been disabled for community guidelines simply because someone decided a post about our business was spam and bullying reported us. As a consequence, I've lost my personal Facebook, Instagram, messenger, and access to our business pages. Thousands of photos of my wedding, child and entire life. The appeal was rejected by AI in 10 seconds. I'm an attorney living in Singapore who works next door to your HQ, yet it's impossible for me to work out how to properly appeal this incorrect or arbitrary decision. The account is linked to adamg1987@gmail.com. Please can someone assist? It will take 2 seconds for a human to review whatever post was reported to realise that there has been no breach of the guidelines. This has really exposed the dangers of allowing AI to run systems with such huge consequences. Regards, Adam Gregory adamg1987@gmail.com",Adam Gregory FCIArb,Senior Associate @ King & Spalding + Owner @ Peppy Beach Retreats,Founder/Executive,negative,questioning,toxic_culture
https://www.linkedin.com/posts/meta_techforgood-accessibility-inclusion-activity-7400888880482283520-O89_,Love seeing AI used in ways that create real independence. Wearable tech that supports daily navigation can make a meaningful difference for people with disabilities.,Futing Zhang,Engineering Consultant,Other,positive,supportive,supportive
https://www.linkedin.com/posts/meta_techforgood-accessibility-inclusion-activity-7400888880482283520-O89_,This is meaningful work. Wearable AI that actually supports daily independence can make a real difference for people with disabilities. Excited to see this space moving toward practical impact.,Elowen Lee,GPU Architecture Consultant,Other,positive,supportive,supportive
https://www.linkedin.com/posts/meta_techforgood-accessibility-inclusion-activity-7400888880482283520-O89_,"I recently purchased Meta Quest 2 and updated the it to the latest MetaHorizonOS. To my greatest surprised, I woke up yesterday receiving the message that my facebook account and instagram accounts of over 5k followers are disabled. I want to categorically say here that I am not impersonating anyone. If there's another account that looks like mine, then that person is impersonating me. Facebook Instagram this doesn't make any sense. I am just now thinking if I shouldn't have purchased the Meta Quest 2. Because I noticed that I got this problem because I logged in via meta quest. Pls you guys should do something about this pls. Thank you",David S Udokpok,"Data Engineer| Passionate About Big Data, Machine Learning & Research | Seeking Fully Funded PhD Opportunities",ML/AI/Data,positive,critical,neutral
https://www.linkedin.com/posts/meta_techforgood-accessibility-inclusion-activity-7400888880482283520-O89_,This is an impactful innovation which really helps humanity and solve the real problems. I hope this technology will grow fast and make life easy. Thanks Meta for it.,EigenMe,2 followers,Other,neutral,critical,skepticism
https://www.linkedin.com/posts/meta_techforgood-accessibility-inclusion-activity-7400888880482283520-O89_,"Emobid is coming, the future of social networks! Emobid, stay tuned! For more information: gabrielzaninovo@gmail.com",Gabriel Khatter,--,Other,neutral,neutral,neutral
https://www.linkedin.com/posts/meta_techforgood-accessibility-inclusion-activity-7400888880482283520-O89_,How can i buy it from indonesia country especially manado city...?,"Sakul, Arni Silvana",Be Wise it's not an Option,Other,neutral,questioning,neutral
https://www.linkedin.com/posts/meta_techforgood-accessibility-inclusion-activity-7400888880482283520-O89_,Technology making a real difference in people’s lives. Truly inspiring!,Louis Niu,Director of Engineering | Meta | Cameras & AI/ML,Other,neutral,neutral,neutral
https://www.linkedin.com/posts/meta_techforgood-accessibility-inclusion-activity-7400888880482283520-O89_,That's genuinely inspiring. Leveraging cutting-edge AI and wearable tech for accessibility is a fantastic example of technology as a force for good.,Nasir Malik,Empowering CEOs & Founders | Promoting High-Impact Business Software & Digital Solutions | Content Writer | Affiliate Marketing Expert,Marketing/Growth,positive,supportive,supportive
https://www.linkedin.com/posts/meta_set-the-tone-for-the-week-ahead-with-purpose-activity-7396177973927690240-Al0V,"Meta Dear Meta Team, I am contacting you because my Facebook account was recently disabled unexpectedly, and I have no clear explanation or way to communicate directly with a support representative. I am unsure what triggered this action, and I have not been provided with detailed information about the specific reason for the disablement. I have used Facebook for more than 15 years, and my account contains personal photos, memories, and connections with hundreds of real friends. I have always tried to follow the Community Standards, and I have never knowingly posted anything that would violate Facebook’s policies. Until this incident, I had never received warnings, restrictions, or any previous issues. The sudden loss of access is causing significant inconvenience, not only because of the personal memories stored on my account, but also because this account is linked to important connections and communication channels in my daily life. I am willing to provide any necessary information or verification to confirm my identity and prove the legitimacy of my account. Any assistance or explanation you can provide would be greatly appreciated. Thank you for your time and support.",Dr. Muhammad Waqas,Ph.D. Mechanical Engineering (Thermal Power Engineering),Other,positive,questioning,skepticism
https://www.linkedin.com/posts/meta_set-the-tone-for-the-week-ahead-with-purpose-activity-7396177973927690240-Al0V,"The act of establishing weekly commitments with oneself is, at its core, a micro-practice for cultivating inner leadership. When individuals learn to become their own most reliable executors, this self-trust radiates outward, enhancing the quality of fulfilling all external commitments—from team collaboration to client relationships.",Hongchao Wang,Head of Artificial Intelligence and Strategic Innovation,Other,neutral,questioning,neutral
https://www.linkedin.com/posts/meta_set-the-tone-for-the-week-ahead-with-purpose-activity-7396177973927690240-Al0V,"We're working on something aligned with this mindset — instant-calibration Adaptive Eye-Tracking + Iris Identification running on lightweight hardware. With just 1 second of looking straight ahead, our system auto-calibrates, corrects lens distortion, and enables hands-free interaction in AR/VR. Excited to see how gaze-based interaction will shape the next generation of AR glasses.",Jin Sung Jung,Eye-tracking & Vision Engineer | AR/VR/XR Interface Innovator | Foinder & CTO @ EYED LAB,Founder/Executive,positive,questioning,supportive
https://www.linkedin.com/posts/meta_set-the-tone-for-the-week-ahead-with-purpose-activity-7396177973927690240-Al0V,"Intention is the true architecture of action: when purpose meets passion, the plan becomes trust.",Elena Marziali,Founder of MarCognity-AI | Reflective Intelligence & Metacognition | Emerging AI Developer,Founder/Executive,neutral,questioning,neutral
https://www.linkedin.com/posts/meta_set-the-tone-for-the-week-ahead-with-purpose-activity-7396177973927690240-Al0V,"When are you going to start removing fake and fraudulent ads on Facebook, that use photos of celebrities and medical practitioners for advertising products? Is your technology incapable of doing this or do you want to keep making revenue from such sponsored ads, and waste our time too?",Eugene Brennan,"Author, Embedded Software Developer, Electronics Designer, Industrial Automation Graduate etc. Open to work from home positions.",Designer,negative,questioning,credibility_overclaim
https://www.linkedin.com/posts/meta_set-the-tone-for-the-week-ahead-with-purpose-activity-7396177973927690240-Al0V,"Love this. Starting the week with intention makes all the difference. When you take time to plan, set priorities, and align your energy, your work becomes more focused and meaningful. Small, consistent actions really do compound into big results. ✔️",Bradley Davenport,"Business Systems Analyst | Leadership in Tech, Data & Operations | Educator & Mentor",Ops,positive,questioning,skepticism
https://www.linkedin.com/posts/meta_set-the-tone-for-the-week-ahead-with-purpose-activity-7396177973927690240-Al0V,How is it possible to be such a large company without any ability for human customer service interaction. This company will deactivate accounts without warning and any evidence to formalize an appeal. You can always ascertain a company’s intentions when they don’t put any human decision making in their customer support functions.,Leonard Bell,Director at Bank of America - Rates and Currencies Solutions,Other,neutral,questioning,skepticism
https://www.linkedin.com/posts/meta_set-the-tone-for-the-week-ahead-with-purpose-activity-7396177973927690240-Al0V,"Momentum rarely comes from big moments. It comes from showing up, one intentional step at a time. Great reminder for a new week.",Sourabh Aggarwal,"PhD Candidate – Technology, Innovation & Entrepreneurship (EQUIS, AACSB, AMBA) | AI in Education | UBC Master of Educational Technology | Entrepreneurial Ecosystems | SDGs | Cybersecurity | AOM 2024 ENT Best Reviewer",Student/Academic,positive,supportive,supportive
https://www.linkedin.com/posts/meta_set-the-tone-for-the-week-ahead-with-purpose-activity-7396177973927690240-Al0V,Set the tone by restoring wrongfully deleted Instagram and Facebook accounts!,Kevin Key,"Coarse Art Photographer and real estate photographer living off-grid in an RV down by the Salton Sea. Serving Palm Springs, El Centro, La Quinta, Borrego Springs, Calexico, and more. Former software developer.",Software Engineer,neutral,neutral,neutral
https://www.linkedin.com/posts/meta_set-the-tone-for-the-week-ahead-with-purpose-activity-7396177973927690240-Al0V,"Meta sucks for us. We still being new and slow growing - all our meta accounts (fb, insta, even whatsapp) were banned due to mass reporting by our friendly competitors and tried emailing them hundred times - no one every replied. They dont have an actual guy anywhere. AI AI everywhere. Ultimately, decided to shut them off for good. You suck!!",Rajat Singh,Founder at Couponzania.com,Founder/Executive,negative,critical,neutral
https://www.linkedin.com/posts/meta_set-the-tone-for-the-week-ahead-with-purpose-activity-7396177973927690240-Al0V,Fortune favors the prepared #plan Meta 💙 #SFtech,Ayla N.,Researcher | Software Developer | Content Creator | Immunologist | Freelancer,Marketing/Growth,neutral,neutral,neutral
https://www.linkedin.com/posts/meta_set-the-tone-for-the-week-ahead-with-purpose-activity-7396177973927690240-Al0V,"Exactly, starting your week with purpose is always ideal. With Heyy, you can automate your Messenger, respond to customers instantly, and never miss a lead, you kick off your week the smart way.",Heyy,195 followers,Other,neutral,neutral,neutral
https://www.linkedin.com/posts/meta_set-the-tone-for-the-week-ahead-with-purpose-activity-7396177973927690240-Al0V,"Set clear intentions, make a solid plan, and take those first steps. You’ll be amazed at how your efforts can lead to success!",Brian Chiang,Software Development Director,Other,neutral,questioning,neutral
https://www.linkedin.com/posts/meta_set-the-tone-for-the-week-ahead-with-purpose-activity-7396177973927690240-Al0V,"Hi, @mea I am premium user and chat is open from one week and still when ever i try to chat it always say "" This is an automated response: Hi Raja Fahad, Thank you for your message. We are still working on resolving your issue 1132229808996615. We will get back to you as soon as possible, usually within 24 hours."" Same exact message from last 4 days and after too much frustration i left group so that i can start another chat but it always say previous chat is open . Now tell me solution when i can get response from support",Raja Fahad Bin Asif - PMP®,Certified PMP | Senior Technical Project Manager | Scrum Master | Developer,Software Engineer,neutral,questioning,neutral
https://www.linkedin.com/posts/meta_set-the-tone-for-the-week-ahead-with-purpose-activity-7396177973927690240-Al0V,Let’s make a plan to bring back ALL of the accounts that Meta Ai wrongfully disabled! I’m so excited to hear about solutions for this instead of radio silence.,Elizabeth Sacco,--,Other,positive,supportive,supportive
https://www.linkedin.com/posts/meta_set-the-tone-for-the-week-ahead-with-purpose-activity-7396177973927690240-Al0V,"Meta Dear Meta Team, I’m reaching out to present a premium digital asset: SMANX.com, a rare, ultra-short 5-letter .COM with exceptional global branding potential. Its structure and memorability make it a strong fit for Meta’s ecosystem — whether for AI initiatives, new consumer products, next-gen identity platforms, or internal innovation projects. Domains of this caliber rarely enter the market and carry long-term strategic value in brand authority and scalability. I’m open to serious offers above USD 150M, fully secured via Escrow.com, with instant ownership verification available upon request. If this aligns with any current or future Meta initiatives, I would be glad to discuss further. Best regards, Muhammad Yusuf Vio Ricky Owner — SMANX.com 📩 viojrjr41@gmail.com",Muhammad Yusuf Vio Ricky,Founder—CEO Cryptfirst.com and SmanX.com,Founder/Executive,neutral,neutral,neutral
https://www.linkedin.com/posts/meta_set-the-tone-for-the-week-ahead-with-purpose-activity-7396177973927690240-Al0V,"Hi, @mea I am premium user and chat is open from one week and still when ever i try to chat it always say "" This is an automated response: Hi Raja Fahad, Thank you for your message. We are still working on resolving your issue 1132229808996615. We will get back to you as soon as possible, usually within 24 hours."" Same exact message from last 4 days and after too much frustration i left group so that i can start another chat but it always say previous chat is open . Now tell me solution when i can get response from support",Raja Fahad Bin Asif - PMP®,Certified PMP | Senior Technical Project Manager | Scrum Master | Developer,Software Engineer,neutral,questioning,neutral
https://www.linkedin.com/posts/meta_set-the-tone-for-the-week-ahead-with-purpose-activity-7396177973927690240-Al0V,🎉 🎉 🎉,DatApp Technology,98 followers,Other,neutral,neutral,neutral
https://www.linkedin.com/posts/meta_set-the-tone-for-the-week-ahead-with-purpose-activity-7396177973927690240-Al0V,"A powerful word of motivation here. Great Share, Meta 👍👍👍",Atoyebi Kayode,Health & Wellness Growth Leader | Web3 Revenue Strategist | 3X ROAS for E-commerce Startup Brands,Marketing/Growth,positive,supportive,supportive
https://www.linkedin.com/posts/meta_set-the-tone-for-the-week-ahead-with-purpose-activity-7396177973927690240-Al0V,"Hello, the instagram feature to memorialise an account doesn't work. It keeps showing an error about wrong instagram username or url, when it's typed the right way. It's been reported by lots of people. Please make a plan, take action and fix this",Karime C. S.,Salesforce Developer | Ingeniera en Informática,Software Engineer,neutral,questioning,neutral
https://www.linkedin.com/posts/meta_set-the-tone-for-the-week-ahead-with-purpose-activity-7396177973927690240-Al0V,"Asset Sale | Minerva Jamison, LLC Meta, I'm currently in London until Nov. 26, trying to set up the right landing spot for Minerva Jamison. I return to the SF Bay Area the day after Thanksgiving. If there's someone in London or Paris that you'd like me to meet, please let me know soon. Kindest regards, Jay",Jay Everingham,Entrepreneur | Minerva Jamison | Kiss722,Other,positive,supportive,supportive
https://www.linkedin.com/posts/meta_set-the-tone-for-the-week-ahead-with-purpose-activity-7396177973927690240-Al0V,https://youtu.be/WCDpCPEeBMI?si=B53tg0bsF_qBhR2k,Constantin 4U,PROUD CANADIAN ❤️ Music Producer / Performer / Singer / Songwriter info@c4ustudios.com,Other,neutral,questioning,credibility_overclaim
https://www.linkedin.com/posts/meta_set-the-tone-for-the-week-ahead-with-purpose-activity-7396177973927690240-Al0V,@everyone if anyone is looking for an ai automation system anyone or a custom CRM for their business to grow contact us I'm sure we build something extraordinary together...,Devnorix,865 followers,Other,neutral,neutral,neutral
https://www.linkedin.com/posts/meta_set-the-tone-for-the-week-ahead-with-purpose-activity-7396177973927690240-Al0V,I can solve your social media accounts problem,Md. Hisbullah Akund,"Ecommerce Website Developer, Google Ads Expert and Facebook & Instagram Advertising Problem Solve Specialist.",Software Engineer,negative,critical,neutral
https://www.linkedin.com/posts/meta_set-the-tone-for-the-week-ahead-with-purpose-activity-7396177973927690240-Al0V,Love this!,Tahira Davis,Seeking Opportunities in AI/Tech | Events • Marketing • Production | Creative Experience Builder,Marketing/Growth,positive,supportive,supportive
https://www.linkedin.com/posts/meta_set-the-tone-for-the-week-ahead-with-purpose-activity-7396177973927690240-Al0V,Em pensar que quase entrei para a empresa Meta errada. Mas Todos os meus esforços tem valido a pena até aqui!,Victor C.,Software Architect | Systems Engineer | Cloud & DevOps | High-Scale Distributed Systems | Clean Architecture & DDD Specialist,DevOps/SRE/Cloud,neutral,neutral,neutral
https://www.linkedin.com/posts/meta_set-the-tone-for-the-week-ahead-with-purpose-activity-7396177973927690240-Al0V,"you keep deleting accounts with no customer support available to find out why specifically the accounts have been banned, I am one such individual who had their account banned and was only told CSE but wasn't told what the bot says I did specifically with the appeal being an instant permaban as soon as I hit the appeal button which tells me that there is no one actually conducting the appeals",Sean Davis,Full Time Sales floor,Sales/BD,neutral,questioning,neutral
https://www.linkedin.com/posts/meta_set-the-tone-for-the-week-ahead-with-purpose-activity-7396177973927690240-Al0V,"Meta Support, I've tried to reach support in many ways due to a hacker removing me from my business pages and I can no longer access them. The AI bot gives me the same standard answer and won't let me reach an actual agent who can view the emails I received about being removed from my pages and ad accounts. I need someone to reach out to me or an email address where I can send the proof of what happened so I can get my pages back. Please send me an email to lgatholiday@gmail.com or reply with an email to this comment. Thanks!",Lia G,Program & Proposals Manager | Revenue Optimization,Other,positive,questioning,supportive
https://www.linkedin.com/posts/meta_set-the-tone-for-the-week-ahead-with-purpose-activity-7396177973927690240-Al0V,A simple plan and steady action beat motivation every time.,Wasif Faisal,Co-Founder @ Real Impact Marketing | Meta Ads Expert helping E-Commerce Brands Scale Profitably,Founder/Executive,neutral,neutral,neutral
https://www.linkedin.com/posts/meta_set-the-tone-for-the-week-ahead-with-purpose-activity-7396177973927690240-Al0V,"Absolutely! With clear goals and focused execution, results always follow. A strong start to the week! 💡📈",Sam Agencia Digital,2 followers,Other,neutral,neutral,credibility_overclaim
https://www.linkedin.com/posts/meta_worldgen-text-to-immersive-3d-worlds-activity-7404157905824067584-stOc,"I see significant synergy potential here, not just for gaming, but for VR applications in hazardous industrial simulations or military pre-deployment training. I also hope to see 'Immersive Audio' advance in parallel to match the fidelity of these virtual spaces. ​However, for AR glasses, the approach should differ. Rather than full visual overlays, the technology should prioritize 'Scene Understanding' to act as a seamless medium between the user and the environment with minimal visual interference. I look forward to seeing this 3D spatialization capability condensed into a compact, high-efficiency solution for AR. After all, AR glasses are not meant to be confined indoors.",Byounghee Lee,"Principal Architect | Bridging Audio, AI, Physics to Define Next-Gen Mobile & AR | 20Y Scaling Samsung’s Galaxy Ecosystem",Other,neutral,neutral,neutral
https://www.linkedin.com/posts/meta_worldgen-text-to-immersive-3d-worlds-activity-7404157905824067584-stOc,"This is incredible work.❄️ WorldGen is not just generating environments - it’s generating possibilities. When AI can create walkable 3D worlds from pure language, and immersive tech can place us inside those worlds… we get closer to a future where stories become places we can step into, explore, and truly live. Amazing progress from the Reality Labs team. ⛄️ #AI #XR #ImmersiveTech #Meta #FutureOfExperiences",Andrei Danileiko,Founder & CEO at Eternity Mind Studios | AI + VR + Emotion Interface | Building the Future of Story Experience,Founder/Executive,positive,questioning,credibility_overclaim
https://www.linkedin.com/posts/meta_worldgen-text-to-immersive-3d-worlds-activity-7404157905824067584-stOc,"Nice to see your advertising. However, my opinion of your corporation has dropped to zero over the past few weeks. First, you blocked a Facebook account that had existed for 12 years based on false accusations(!), and then you ignored letters from a lawyer, including complaints to your Digital Services Act address. This shows once again what Meta thinks users are worth who have provided good content for years in a well-frequented Facebook group. First you are allowed to generate advertising revenue for your company through your own content, and then you are not even worth a response after you have violated applicable case law. Fun fact: Ignoring DSA complaints is a violation of European law.",Mark Dworatzek,"Dworatzek Consulting, Berater für Datenqualitätslösungen, Daytrader, seit 27 Jahren Betreiber von day-trading.de",Other,positive,questioning,supportive
https://www.linkedin.com/posts/meta_worldgen-text-to-immersive-3d-worlds-activity-7404157905824067584-stOc,"In Reality Labs' long-term vision, research like WorldGen is an indispensable infrastructure for building the future metaverse. High-quality 3D content is the cornerstone of immersive experiences, and generative AI is the only viable path to mass-producing such content.",Sean Bai,Product Management| Capital Markets | Financial Services | Investment Management | Strategy Consulting | Business Intelligence | MBA,Product Manager,neutral,neutral,credibility_overclaim
https://www.linkedin.com/posts/meta_worldgen-text-to-immersive-3d-worlds-activity-7404157905824067584-stOc,"Not just 3D — world cognition. WorldGen isn’t only prompts → graphics: it’s walkable cognition, text transformed into immersive, auditable worlds. From “medieval village square” to living environments, this is the frontier of transparent intelligence in 3D. The future is not static scenes — it’s cognition embodied in spaces we can inhabit. Onward to visible intelligence.",Elena Marziali,Founder of MarCognity-AI | Reflective Intelligence & Metacognition | Emerging AI Developer,Founder/Executive,neutral,neutral,neutral
https://www.linkedin.com/posts/meta_worldgen-text-to-immersive-3d-worlds-activity-7404157905824067584-stOc,"Text-to-world is fun. Text-to-world with receipts is where it gets serious. If every generated 3D space came with a compact log of assets, physics tweaks, and player interactions, you would not just have infinite worlds, you would have a living dataset for training safer sims, better agents, and more honest game economies.",Matthew Cook,"AI ecosystem architect | full-stack engineer | founder, creator, doer",Founder/Executive,neutral,questioning,neutral
https://www.linkedin.com/posts/meta_worldgen-text-to-immersive-3d-worlds-activity-7404157905824067584-stOc,"The generation quality is impressive, but many of the buildings still feel somewhat modular and uniform, and they’re composed of isolated units. I’d be really interested to see the model evolve toward more organic city layouts with richer structural variation and less repetitive geometry.",Andrei-Robert Popa,Flutter & C++ Software Dev @ Magic Lane,Other,neutral,neutral,neutral
https://www.linkedin.com/posts/meta_worldgen-text-to-immersive-3d-worlds-activity-7404157905824067584-stOc,"In Reality Labs' long-term vision, research like WorldGen is an indispensable infrastructure for building the future metaverse. High-quality 3D content is the cornerstone of immersive experiences, and generative AI is the only viable path to mass-producing such content.",Syed Maaz Ali,Business Development Representative | HERE Technologies | Location Intelligence & Mapping Solutions,Sales/BD,positive,supportive,supportive
https://www.linkedin.com/posts/meta_worldgen-text-to-immersive-3d-worlds-activity-7404157905824067584-stOc,"The quality of rendering is wishing for more, but this is a good start) I like the workflow of 1. Generating a world with World Gen and taking a screenshot of any location 2. Going to Nano Banana and asking it to add your image to the screenshot in a way that it fits the setting 3. Take this phto and go to a image-video model to turn it into a video Voila... You can make unlimited content of yourself in any location.",Artem Gorelov,Helping growing companies grow faster with AI | Co-Founder of /Ryon.ai,Founder/Executive,neutral,neutral,neutral
https://www.linkedin.com/posts/meta_worldgen-text-to-immersive-3d-worlds-activity-7404157905824067584-stOc,"WorldGen is a big leap, moving from text to fully walkable 3D environments unlocks a whole new layer of creativity and simulation, showing how quickly 3D generation is evolving. Exciting to see this kind of research pushing the boundaries of how we build and interact with virtual spaces. In your opinion which particular aspect has AI impacted the most: gaming, training simulations or design visualization?",Technovate Global,563 followers,Other,positive,supportive,supportive
https://www.linkedin.com/posts/meta_worldgen-text-to-immersive-3d-worlds-activity-7404157905824067584-stOc,"Impressive work. Text-to-world generation is a big step for spatial computing. I build browser dashboards that visualize complex data, so I’m curious how far you think this tech is from generating full interactive scenes for real workflows.",MK Nexus,110 followers,Other,positive,supportive,supportive
https://www.linkedin.com/posts/meta_worldgen-text-to-immersive-3d-worlds-activity-7404157905824067584-stOc,"This is a huge step forward for generative 3D. Turning text prompts into fully walkable environments can accelerate world-building for gaming, simulation training, VR/AR experiences, and rapid prototyping. Excited to see how tools like WorldGen reshape creative workflows and bring real-time spatial generation closer to everyday use.",Howard Z.,Director of Engineering& Security & Privacy | Building scalable security teams & systems | Ex-Meta / Atlassian / Qualcomm,Security,positive,supportive,supportive
https://www.linkedin.com/posts/meta_worldgen-text-to-immersive-3d-worlds-activity-7404157905824067584-stOc,"Incredible to see AI pushing the boundaries of what's possible with WorldGen! The ability to create walkable, immersive 3D worlds from simple text prompts is a game-changer for both creative and technical industries. This could completely redefine how virtual environments are built, opening new possibilities in gaming, simulations, and virtual reality. It's exciting to think about how this technology will evolve and reshape digital experiences. #AI #3DWorlds #TechInnovation #VirtualReality #FutureOfTech",Mike Liu,"Founder, Mike’s Strategic Communications | AI Expert in Communication | Linguist | Global Author & Podcaster | Impacting 60+ Countries",Founder/Executive,positive,supportive,supportive
https://www.linkedin.com/posts/meta_worldgen-text-to-immersive-3d-worlds-activity-7404157905824067584-stOc,"The idea of generating full walkable 3D worlds from plain text is wild. If this tech scales, it’s going to change prototyping, gaming, and simulation workflows completely.",Teng Wang,"Director, Bioprocess Engineering",Other,positive,supportive,supportive
https://www.linkedin.com/posts/meta_worldgen-text-to-immersive-3d-worlds-activity-7404157905824067584-stOc,This isn’t just 3D generation. It’s the early blueprint of how we’ll build digital worlds instead of designing them pixel by pixel. Meta is clearly playing the long game here.,Rifatul Islam Rifat,"Brand Manager @GeekSSort | Scaling Brands with Meta Ads, Content Strategy & Performance Marketing",Marketing/Growth,positive,supportive,supportive
https://www.linkedin.com/posts/meta_worldgen-text-to-immersive-3d-worlds-activity-7404157905824067584-stOc,A product of the metaverse I'm guessing. Why not just generate worlds using autoregressive transformers instead of building them from scratch? Should save billions in the long run. Seems to have much further distance than https://www.worldlabs.ai/. 3D world produced from static 3d assets vs streaming 3d generated worlds? Which will be better in the long run?,Rohit K.,-,Other,neutral,questioning,skepticism
https://www.linkedin.com/posts/meta_worldgen-text-to-immersive-3d-worlds-activity-7404157905824067584-stOc,"Incredible progress. WorldGen represents a major step toward bridging text-to-3D generation with truly walkable, interactive environments. This could reshape worldbuilding for gaming, simulation, and digital twins.",Xena Sun,Director of Responsible AI and Governance,Other,positive,supportive,supportive
https://www.linkedin.com/posts/meta_worldgen-text-to-immersive-3d-worlds-activity-7404157905824067584-stOc,"This is absolutely groundbreaking! Turning a simple text prompt into a fully walkable 3D world feels like the future of content creation. The snowy village example is incredibly immersive and cozy. Huge congratulations to Rakesh R, Mahima Gupta, and the Reality Labs team on cracking such complex 3D generation challenges—this opens up amazing possibilities for game developers, virtual spaces, and creative prototyping. The potential here is truly mind-blowing.",Md. Hisbullah Akund,"Ecommerce Website Developer, Google Ads Expert and Facebook & Instagram Advertising Problem Solve Specialist.",Software Engineer,neutral,neutral,neutral
https://www.linkedin.com/posts/meta_worldgen-text-to-immersive-3d-worlds-activity-7404157905824067584-stOc,"WorldGen’s reliance on text prompts for spatial layout glosses over the semantic ambiguity of natural language. How robust are the models to diverse prompts in complex, multi-objective design scenarios?",Techelix,"5,365 followers",Other,neutral,neutral,neutral
https://www.linkedin.com/posts/meta_worldgen-text-to-immersive-3d-worlds-activity-7404157905824067584-stOc,"Really exciting progress! This kind of 3D generation has so much potential beyond gaming — from safer training simulations to more realistic VR experiences. For AR, I hope we see a focus on smart scene understanding with minimal visual clutter. Curious to see how this tech evolves into lightweight, real-world AR use.",Bansari Gohil,"Marketing Specialist | Branding & Sales Strategy | Performance Marketing & User Acquisition | Go-to-Market (GTM) Strategy | Driving Growth Across B2B, B2C & D2C Markets",Sales/BD,positive,supportive,supportive
https://www.linkedin.com/posts/meta_worldgen-text-to-immersive-3d-worlds-activity-7404157905824067584-stOc,"The idea of generating fully walkable 3D environments from plain text is a serious leap forward. This direction could reshape prototyping, simulation training, and worldbuilding workflows across multiple industries.",Wesley H.,Intel Technical Project Manager | Senior Architecture and Infrastructure Engineer,DevOps/SRE/Cloud,positive,supportive,supportive
https://www.linkedin.com/posts/meta_worldgen-text-to-immersive-3d-worlds-activity-7404157905824067584-stOc,"Worlds made from a series of prompts would not interest me very much. Worlds that expand into sections no other player have ever seen, and are being generated as the story unfolds? That would interest me very very much.",John Escobedo,Seeking work,Other,positive,supportive,supportive
https://www.linkedin.com/posts/meta_worldgen-text-to-immersive-3d-worlds-activity-7404157905824067584-stOc,"Text to 3D worlds is getting real fast. If this level of generation becomes stable, it’s going to reshape how teams prototype environments and build immersive experiences.",Mason Su,"Director, Manufacturing Systems & Automation | Industrial Digitalization | Formerly at Rockwell Automation, GE",Other,neutral,neutral,neutral
https://www.linkedin.com/posts/meta_worldgen-text-to-immersive-3d-worlds-activity-7404157905824067584-stOc,"Meta if you can adapt this for a new form of Dungeons and Dragons where the Dungeon master can generate the maps like this, you might really be onto something.",Matthew Lee,Automation Architect | Workflow Systems Engineer | Scaled Human-in-the-Loop Robotics Support at Scythe & Phantom Auto,Other,positive,supportive,supportive
https://www.linkedin.com/posts/meta_worldgen-text-to-immersive-3d-worlds-activity-7404157905824067584-stOc,This could drastically lower the barrier for indie devs and rapid prototyping. Looking forward to the day this tech is available to creators,Mahdieh Jokar,AI&ML Engineer | Agentic Systems & Multimodal AI | Computer Vision | Embedded AI,ML/AI/Data,positive,supportive,supportive
